region,area,hhid,thogar,factor
suroccidente,rural,3563.0,8.0,441.0
suroccidente,rural,3564.0,6.0,441.0
suroccidente,rural,3565.0,5.0,406.0
suroccidente,rural,3566.0,8.0,406.0
suroccidente,rural,3567.0,10.0,406.0
suroccidente,rural,3568.0,5.0,406.0
suroccidente,rural,3569.0,8.0,406.0
suroccidente,rural,3570.0,5.0,406.0
suroccidente,rural,3571.0,3.0,406.0
suroccidente,rural,3572.0,9.0,406.0
suroccidente,rural,3573.0,3.0,406.0
suroccidente,rural,3574.0,8.0,406.0
suroccidente,rural,3575.0,4.0,526.0
suroccidente,rural,3576.0,7.0,526.0
suroccidente,rural,3577.0,8.0,526.0
suroccidente,rural,3578.0,8.0,526.0
suroccidente,rural,3579.0,6.0,526.0
suroccidente,rural,3580.0,6.0,526.0
suroccidente,rural,3581.0,6.0,526.0
suroccidente,rural,3582.0,4.0,526.0
suroccidente,rural,3583.0,7.0,526.0
suroccidente,urbana,3584.0,3.0,237.0
suroccidente,urbana,3585.0,5.0,237.0
suroccidente,urbana,3586.0,6.0,237.0
suroccidente,urbana,3587.0,1.0,237.0
suroccidente,urbana,3588.0,4.0,237.0
suroccidente,urbana,3589.0,2.0,237.0
suroccidente,urbana,3590.0,1.0,237.0
suroccidente,urbana,3591.0,3.0,237.0
suroccidente,urbana,3592.0,2.0,237.0
suroccidente,urbana,3593.0,10.0,237.0
suroccidente,urbana,3594.0,7.0,237.0
suroccidente,urbana,3595.0,7.0,237.0
suroccidente,urbana,3596.0,8.0,237.0
suroccidente,urbana,3597.0,5.0,237.0
suroccidente,urbana,3598.0,3.0,237.0
suroccidente,rural,3599.0,7.0,382.0
suroccidente,rural,3600.0,10.0,382.0
suroccidente,rural,3601.0,9.0,382.0
suroccidente,rural,3602.0,8.0,382.0
suroccidente,rural,3603.0,9.0,382.0
suroccidente,rural,3604.0,4.0,382.0
suroccidente,rural,3605.0,5.0,382.0
suroccidente,rural,3606.0,5.0,382.0
suroccidente,rural,3607.0,9.0,344.0
suroccidente,rural,3608.0,5.0,344.0
suroccidente,rural,3609.0,2.0,344.0
suroccidente,rural,3610.0,9.0,344.0
suroccidente,rural,3611.0,11.0,344.0
suroccidente,rural,3612.0,7.0,344.0
suroccidente,rural,3613.0,10.0,344.0
suroccidente,rural,3614.0,3.0,344.0
suroccidente,rural,3615.0,5.0,344.0
suroccidente,rural,3616.0,3.0,344.0
suroccidente,rural,3617.0,5.0,458.0
suroccidente,rural,3618.0,8.0,458.0
suroccidente,rural,3619.0,7.0,458.0
suroccidente,rural,3620.0,6.0,458.0
suroccidente,rural,3621.0,6.0,458.0
suroccidente,rural,3622.0,5.0,458.0
suroccidente,rural,3623.0,6.0,458.0
suroccidente,rural,3624.0,12.0,458.0
suroccidente,rural,3625.0,8.0,458.0
suroccidente,rural,3626.0,10.0,458.0
suroccidente,rural,3627.0,16.0,458.0
suroccidente,rural,3628.0,4.0,498.0
suroccidente,rural,3629.0,5.0,498.0
suroccidente,rural,3630.0,17.0,498.0
suroccidente,rural,3631.0,4.0,498.0
suroccidente,rural,3632.0,5.0,498.0
suroccidente,rural,3633.0,2.0,498.0
suroccidente,rural,3634.0,2.0,498.0
suroccidente,rural,3635.0,6.0,498.0
suroccidente,rural,3636.0,6.0,498.0
suroccidente,rural,3637.0,5.0,498.0
suroccidente,rural,3638.0,6.0,826.0
suroccidente,rural,3639.0,4.0,826.0
suroccidente,rural,3640.0,7.0,826.0
suroccidente,rural,3641.0,1.0,826.0
suroccidente,rural,3642.0,5.0,826.0
suroccidente,rural,3643.0,6.0,826.0
suroccidente,rural,3644.0,5.0,457.0
suroccidente,rural,3645.0,9.0,457.0
suroccidente,rural,3646.0,5.0,457.0
suroccidente,rural,3647.0,3.0,457.0
suroccidente,rural,3648.0,3.0,457.0
suroccidente,rural,3649.0,2.0,457.0
suroccidente,rural,3650.0,5.0,457.0
suroccidente,rural,3651.0,5.0,457.0
suroccidente,rural,3652.0,7.0,457.0
suroccidente,rural,3653.0,4.0,709.0
suroccidente,rural,3654.0,4.0,709.0
suroccidente,rural,3655.0,6.0,709.0
suroccidente,rural,3656.0,7.0,709.0
suroccidente,rural,3657.0,3.0,709.0
suroccidente,rural,3658.0,3.0,709.0
suroccidente,rural,3659.0,6.0,709.0
suroccidente,rural,3660.0,4.0,709.0
suroccidente,rural,3661.0,1.0,709.0
suroccidente,rural,3662.0,4.0,709.0
suroccidente,rural,3663.0,6.0,709.0
suroccidente,rural,3664.0,2.0,620.0
suroccidente,rural,3665.0,10.0,620.0
suroccidente,rural,3666.0,5.0,620.0
suroccidente,rural,3667.0,4.0,620.0
suroccidente,rural,3668.0,7.0,620.0
suroccidente,rural,3669.0,4.0,620.0
suroccidente,rural,3670.0,5.0,620.0
suroccidente,rural,3671.0,5.0,620.0
suroccidente,rural,3672.0,5.0,620.0
suroccidente,rural,3673.0,7.0,566.0
suroccidente,rural,3674.0,9.0,566.0
suroccidente,rural,3675.0,4.0,566.0
suroccidente,rural,3676.0,6.0,566.0
suroccidente,rural,3677.0,8.0,566.0
suroccidente,rural,3678.0,7.0,566.0
suroccidente,rural,3679.0,4.0,566.0
suroccidente,rural,3680.0,4.0,566.0
suroccidente,rural,3681.0,2.0,301.0
suroccidente,rural,3682.0,4.0,301.0
suroccidente,rural,3683.0,6.0,301.0
suroccidente,rural,3684.0,6.0,301.0
suroccidente,rural,3685.0,8.0,301.0
suroccidente,rural,3686.0,4.0,301.0
suroccidente,rural,3687.0,5.0,301.0
suroccidente,rural,3688.0,5.0,301.0
suroccidente,rural,3689.0,10.0,301.0
suroccidente,rural,3690.0,7.0,301.0
noroccidente,urbana,3691.0,6.0,119.0
noroccidente,urbana,3692.0,6.0,119.0
noroccidente,urbana,3693.0,7.0,119.0
noroccidente,urbana,3694.0,9.0,119.0
noroccidente,urbana,3695.0,4.0,119.0
noroccidente,urbana,3696.0,4.0,119.0
noroccidente,urbana,3697.0,5.0,88.0
noroccidente,urbana,3698.0,4.0,88.0
noroccidente,urbana,3699.0,7.0,88.0
noroccidente,urbana,3700.0,7.0,88.0
noroccidente,urbana,3701.0,10.0,88.0
noroccidente,urbana,3702.0,5.0,88.0
noroccidente,urbana,3703.0,4.0,88.0
noroccidente,urbana,3704.0,8.0,153.0
noroccidente,urbana,3705.0,10.0,153.0
noroccidente,urbana,3706.0,4.0,153.0
noroccidente,urbana,3707.0,4.0,153.0
noroccidente,urbana,3708.0,3.0,153.0
noroccidente,urbana,3709.0,3.0,153.0
noroccidente,urbana,3710.0,6.0,153.0
noroccidente,urbana,3711.0,8.0,153.0
noroccidente,urbana,3712.0,1.0,79.0
noroccidente,urbana,3713.0,2.0,79.0
noroccidente,urbana,3714.0,3.0,79.0
noroccidente,urbana,3715.0,6.0,79.0
noroccidente,urbana,3716.0,2.0,79.0
noroccidente,urbana,3717.0,4.0,79.0
noroccidente,urbana,3718.0,3.0,79.0
noroccidente,urbana,3719.0,4.0,79.0
noroccidente,urbana,3720.0,3.0,79.0
noroccidente,urbana,3721.0,5.0,79.0
noroccidente,urbana,3722.0,9.0,79.0
noroccidente,urbana,3723.0,4.0,192.0
noroccidente,urbana,3724.0,5.0,192.0
noroccidente,urbana,3725.0,9.0,192.0
noroccidente,urbana,3726.0,4.0,192.0
noroccidente,urbana,3727.0,3.0,192.0
noroccidente,urbana,3728.0,5.0,192.0
noroccidente,urbana,3729.0,3.0,83.0
noroccidente,urbana,3730.0,1.0,83.0
noroccidente,urbana,3731.0,4.0,83.0
noroccidente,urbana,3732.0,5.0,83.0
noroccidente,urbana,3733.0,3.0,83.0
noroccidente,urbana,3734.0,4.0,83.0
noroccidente,urbana,3735.0,5.0,83.0
noroccidente,urbana,3736.0,4.0,83.0
noroccidente,urbana,3737.0,1.0,83.0
noroccidente,urbana,3738.0,3.0,114.0
noroccidente,urbana,3739.0,3.0,114.0
noroccidente,urbana,3740.0,4.0,114.0
noroccidente,urbana,3741.0,7.0,114.0
noroccidente,urbana,3742.0,3.0,114.0
noroccidente,urbana,3743.0,5.0,114.0
noroccidente,urbana,3744.0,5.0,114.0
noroccidente,urbana,3745.0,6.0,114.0
noroccidente,urbana,3746.0,2.0,323.0
noroccidente,urbana,3747.0,5.0,323.0
noroccidente,urbana,3748.0,5.0,323.0
noroccidente,urbana,3749.0,5.0,323.0
noroccidente,urbana,3750.0,2.0,323.0
noroccidente,urbana,3751.0,6.0,323.0
noroccidente,urbana,3752.0,5.0,323.0
noroccidente,urbana,3753.0,5.0,323.0
noroccidente,urbana,3754.0,7.0,323.0
noroccidente,urbana,3755.0,5.0,323.0
noroccidente,urbana,3756.0,2.0,323.0
noroccidente,urbana,3757.0,3.0,323.0
noroccidente,urbana,3758.0,5.0,323.0
noroccidente,urbana,3759.0,3.0,323.0
noroccidente,rural,3760.0,3.0,157.0
noroccidente,rural,3761.0,8.0,157.0
noroccidente,rural,3762.0,9.0,157.0
noroccidente,rural,3763.0,5.0,157.0
noroccidente,rural,3764.0,2.0,157.0
noroccidente,rural,3765.0,5.0,157.0
noroccidente,rural,3766.0,7.0,157.0
noroccidente,rural,3767.0,5.0,157.0
noroccidente,rural,3768.0,5.0,157.0
noroccidente,rural,3769.0,5.0,157.0
noroccidente,rural,3770.0,11.0,157.0
noroccidente,rural,3771.0,4.0,224.0
noroccidente,rural,3772.0,7.0,224.0
noroccidente,rural,3773.0,8.0,224.0
noroccidente,rural,3774.0,10.0,224.0
noroccidente,rural,3775.0,1.0,224.0
noroccidente,rural,3776.0,8.0,224.0
noroccidente,rural,3777.0,9.0,224.0
noroccidente,rural,3778.0,5.0,224.0
noroccidente,rural,3779.0,4.0,224.0
noroccidente,rural,3780.0,1.0,224.0
noroccidente,urbana,3781.0,6.0,74.0
noroccidente,urbana,3782.0,1.0,74.0
noroccidente,urbana,3783.0,5.0,74.0
noroccidente,urbana,3784.0,4.0,74.0
noroccidente,urbana,3785.0,5.0,74.0
noroccidente,urbana,3786.0,5.0,74.0
noroccidente,urbana,3787.0,4.0,74.0
noroccidente,urbana,3788.0,5.0,74.0
noroccidente,urbana,3789.0,4.0,74.0
noroccidente,urbana,3790.0,6.0,74.0
noroccidente,urbana,3791.0,5.0,74.0
noroccidente,rural,3792.0,6.0,162.0
noroccidente,rural,3793.0,6.0,162.0
noroccidente,rural,3794.0,2.0,162.0
noroccidente,rural,3795.0,4.0,162.0
noroccidente,rural,3796.0,5.0,162.0
noroccidente,rural,3797.0,4.0,162.0
noroccidente,rural,3798.0,3.0,162.0
noroccidente,rural,3799.0,3.0,162.0
noroccidente,rural,3800.0,5.0,162.0
noroccidente,rural,3801.0,1.0,162.0
noroccidente,rural,3802.0,5.0,162.0
noroccidente,rural,3803.0,11.0,162.0
noroccidente,rural,3804.0,3.0,208.0
noroccidente,rural,3805.0,5.0,208.0
noroccidente,rural,3806.0,5.0,208.0
noroccidente,rural,3807.0,5.0,208.0
noroccidente,rural,3808.0,5.0,208.0
noroccidente,rural,3809.0,10.0,208.0
noroccidente,rural,3810.0,4.0,208.0
noroccidente,rural,3811.0,6.0,208.0
noroccidente,rural,3812.0,7.0,208.0
noroccidente,rural,3813.0,11.0,140.0
noroccidente,rural,3814.0,3.0,140.0
noroccidente,rural,3815.0,8.0,140.0
noroccidente,rural,3816.0,7.0,140.0
noroccidente,rural,3817.0,9.0,140.0
noroccidente,rural,3818.0,6.0,140.0
noroccidente,rural,3819.0,5.0,140.0
noroccidente,rural,3820.0,3.0,140.0
noroccidente,rural,3821.0,9.0,140.0
noroccidente,rural,3822.0,6.0,140.0
noroccidente,rural,3823.0,9.0,156.0
noroccidente,rural,3824.0,6.0,156.0
noroccidente,rural,3825.0,5.0,156.0
noroccidente,rural,3826.0,4.0,156.0
noroccidente,rural,3827.0,8.0,156.0
noroccidente,rural,3828.0,4.0,156.0
noroccidente,rural,3829.0,4.0,156.0
noroccidente,rural,3830.0,7.0,156.0
noroccidente,rural,3831.0,10.0,156.0
noroccidente,rural,3832.0,5.0,156.0
noroccidente,rural,3833.0,6.0,156.0
noroccidente,rural,3834.0,7.0,156.0
noroccidente,rural,3835.0,5.0,156.0
noroccidente,rural,3836.0,4.0,156.0
noroccidente,rural,3837.0,5.0,156.0
noroccidente,rural,3838.0,4.0,169.0
noroccidente,rural,3839.0,8.0,169.0
noroccidente,rural,3840.0,4.0,169.0
noroccidente,rural,3841.0,9.0,169.0
noroccidente,rural,3842.0,4.0,169.0
noroccidente,rural,3843.0,3.0,169.0
noroccidente,rural,3844.0,2.0,169.0
noroccidente,rural,3845.0,4.0,169.0
noroccidente,rural,3846.0,7.0,169.0
noroccidente,rural,3847.0,7.0,169.0
noroccidente,rural,3848.0,8.0,169.0
noroccidente,rural,3849.0,4.0,169.0
noroccidente,rural,3850.0,5.0,294.0
noroccidente,rural,3851.0,4.0,294.0
noroccidente,rural,3852.0,12.0,294.0
noroccidente,rural,3853.0,7.0,294.0
noroccidente,rural,3854.0,6.0,294.0
noroccidente,rural,3855.0,8.0,294.0
noroccidente,rural,3856.0,6.0,294.0
noroccidente,rural,3857.0,9.0,187.0
noroccidente,rural,3858.0,10.0,187.0
noroccidente,rural,3859.0,11.0,187.0
noroccidente,rural,3860.0,11.0,187.0
noroccidente,rural,3861.0,2.0,187.0
noroccidente,rural,3862.0,8.0,187.0
noroccidente,rural,3863.0,5.0,187.0
noroccidente,rural,3864.0,10.0,187.0
noroccidente,rural,3865.0,2.0,187.0
noroccidente,rural,3866.0,6.0,187.0
noroccidente,rural,3867.0,10.0,292.0
noroccidente,rural,3868.0,3.0,292.0
noroccidente,rural,3869.0,4.0,292.0
noroccidente,rural,3870.0,4.0,292.0
noroccidente,rural,3871.0,7.0,292.0
noroccidente,rural,3872.0,10.0,292.0
noroccidente,rural,3873.0,10.0,292.0
noroccidente,rural,3874.0,10.0,292.0
noroccidente,rural,3875.0,8.0,292.0
noroccidente,rural,3876.0,17.0,188.0
noroccidente,rural,3877.0,6.0,188.0
noroccidente,rural,3878.0,8.0,188.0
noroccidente,rural,3879.0,7.0,188.0
noroccidente,rural,3880.0,6.0,188.0
noroccidente,rural,3881.0,7.0,188.0
noroccidente,rural,3882.0,9.0,188.0
noroccidente,rural,3883.0,15.0,188.0
noroccidente,rural,3884.0,7.0,111.0
noroccidente,rural,3885.0,7.0,111.0
noroccidente,rural,3886.0,4.0,111.0
noroccidente,rural,3887.0,1.0,111.0
noroccidente,rural,3888.0,1.0,111.0
noroccidente,rural,3889.0,6.0,111.0
noroccidente,rural,3890.0,6.0,111.0
noroccidente,rural,3891.0,5.0,111.0
noroccidente,rural,3892.0,4.0,111.0
noroccidente,rural,3893.0,5.0,111.0
noroccidente,urbana,3894.0,4.0,69.0
noroccidente,urbana,3895.0,6.0,69.0
noroccidente,urbana,3896.0,5.0,69.0
noroccidente,urbana,3897.0,6.0,69.0
noroccidente,urbana,3898.0,6.0,69.0
noroccidente,urbana,3899.0,5.0,69.0
noroccidente,urbana,3900.0,5.0,69.0
noroccidente,urbana,3901.0,3.0,69.0
noroccidente,urbana,3902.0,2.0,69.0
noroccidente,urbana,3903.0,3.0,69.0
noroccidente,urbana,3904.0,7.0,69.0
noroccidente,urbana,3905.0,5.0,69.0
noroccidente,rural,3906.0,9.0,200.0
noroccidente,rural,3907.0,7.0,200.0
noroccidente,rural,3908.0,9.0,200.0
noroccidente,rural,3909.0,7.0,200.0
noroccidente,rural,3910.0,4.0,200.0
noroccidente,rural,3911.0,12.0,200.0
noroccidente,rural,3912.0,2.0,200.0
noroccidente,rural,3913.0,13.0,200.0
noroccidente,rural,3914.0,8.0,200.0
noroccidente,rural,3915.0,13.0,200.0
noroccidente,rural,3916.0,12.0,200.0
noroccidente,rural,3917.0,1.0,181.0
noroccidente,rural,3918.0,9.0,181.0
noroccidente,rural,3919.0,7.0,181.0
noroccidente,rural,3920.0,6.0,181.0
noroccidente,rural,3921.0,11.0,181.0
noroccidente,rural,3922.0,7.0,181.0
noroccidente,rural,3923.0,8.0,181.0
noroccidente,rural,3924.0,3.0,181.0
noroccidente,rural,3925.0,4.0,181.0
noroccidente,rural,3926.0,6.0,183.0
noroccidente,rural,3927.0,7.0,183.0
noroccidente,rural,3928.0,9.0,183.0
noroccidente,rural,3929.0,7.0,183.0
noroccidente,rural,3930.0,4.0,183.0
noroccidente,rural,3931.0,9.0,183.0
noroccidente,rural,3932.0,3.0,183.0
noroccidente,rural,3933.0,9.0,183.0
noroccidente,rural,3934.0,5.0,183.0
noroccidente,rural,3935.0,7.0,183.0
noroccidente,rural,3936.0,8.0,183.0
noroccidente,rural,3937.0,5.0,186.0
noroccidente,rural,3938.0,11.0,186.0
noroccidente,rural,3939.0,10.0,186.0
noroccidente,rural,3940.0,6.0,186.0
noroccidente,rural,3941.0,8.0,186.0
noroccidente,rural,3942.0,5.0,186.0
noroccidente,rural,3943.0,8.0,186.0
noroccidente,rural,3944.0,7.0,186.0
noroccidente,rural,3945.0,8.0,186.0
noroccidente,rural,3946.0,3.0,186.0
noroccidente,rural,3947.0,4.0,186.0
noroccidente,rural,3948.0,7.0,264.0
noroccidente,rural,3949.0,4.0,264.0
noroccidente,rural,3950.0,2.0,264.0
noroccidente,rural,3951.0,5.0,264.0
noroccidente,rural,3952.0,7.0,264.0
noroccidente,rural,3953.0,8.0,264.0
noroccidente,rural,3954.0,5.0,264.0
noroccidente,rural,3955.0,10.0,264.0
noroccidente,rural,3956.0,6.0,264.0
noroccidente,rural,3957.0,10.0,264.0
noroccidente,rural,3958.0,11.0,315.0
noroccidente,rural,3959.0,5.0,315.0
noroccidente,rural,3960.0,4.0,315.0
noroccidente,rural,3961.0,11.0,315.0
noroccidente,rural,3962.0,7.0,315.0
noroccidente,rural,3963.0,8.0,315.0
noroccidente,rural,3964.0,8.0,315.0
noroccidente,rural,3965.0,8.0,315.0
noroccidente,urbana,3966.0,6.0,97.0
noroccidente,urbana,3967.0,3.0,97.0
noroccidente,urbana,3968.0,5.0,97.0
noroccidente,urbana,3969.0,5.0,97.0
noroccidente,urbana,3970.0,3.0,97.0
noroccidente,urbana,3971.0,3.0,97.0
noroccidente,urbana,3972.0,5.0,97.0
noroccidente,urbana,3973.0,4.0,97.0
noroccidente,urbana,3974.0,3.0,97.0
noroccidente,urbana,3975.0,4.0,97.0
noroccidente,urbana,3976.0,2.0,97.0
noroccidente,urbana,3977.0,6.0,69.0
noroccidente,urbana,3978.0,5.0,69.0
noroccidente,urbana,3979.0,4.0,69.0
noroccidente,urbana,3980.0,2.0,69.0
noroccidente,urbana,3981.0,3.0,69.0
noroccidente,urbana,3982.0,4.0,69.0
noroccidente,urbana,3983.0,7.0,69.0
noroccidente,urbana,3984.0,4.0,69.0
noroccidente,urbana,3985.0,4.0,69.0
noroccidente,urbana,3986.0,1.0,69.0
noroccidente,urbana,3987.0,8.0,69.0
noroccidente,urbana,3988.0,3.0,69.0
noroccidente,urbana,3989.0,5.0,69.0
noroccidente,urbana,3990.0,5.0,75.0
noroccidente,urbana,3991.0,4.0,75.0
noroccidente,urbana,3992.0,4.0,75.0
noroccidente,urbana,3993.0,1.0,75.0
noroccidente,urbana,3994.0,6.0,75.0
noroccidente,urbana,3995.0,5.0,75.0
noroccidente,urbana,3996.0,5.0,75.0
noroccidente,urbana,3997.0,9.0,75.0
noroccidente,urbana,3998.0,5.0,75.0
noroccidente,urbana,3999.0,5.0,75.0
noroccidente,urbana,4000.0,6.0,75.0
noroccidente,urbana,4001.0,3.0,75.0
noroccidente,urbana,4002.0,4.0,75.0
noroccidente,urbana,4003.0,1.0,75.0
noroccidente,rural,4004.0,6.0,215.0
noroccidente,rural,4005.0,1.0,215.0
noroccidente,rural,4006.0,4.0,215.0
noroccidente,rural,4007.0,6.0,215.0
noroccidente,rural,4008.0,1.0,215.0
noroccidente,rural,4009.0,6.0,215.0
noroccidente,rural,4010.0,3.0,215.0
noroccidente,rural,4011.0,3.0,215.0
noroccidente,rural,4012.0,7.0,215.0
noroccidente,rural,4013.0,8.0,215.0
noroccidente,rural,4014.0,3.0,215.0
noroccidente,rural,4015.0,7.0,215.0
noroccidente,rural,4016.0,4.0,171.0
noroccidente,rural,4017.0,7.0,171.0
noroccidente,rural,4018.0,8.0,171.0
noroccidente,rural,4019.0,3.0,171.0
noroccidente,rural,4020.0,5.0,171.0
noroccidente,rural,4021.0,3.0,171.0
noroccidente,rural,4022.0,5.0,171.0
noroccidente,rural,4023.0,8.0,171.0
noroccidente,rural,4024.0,5.0,171.0
noroccidente,rural,4025.0,6.0,171.0
noroccidente,rural,4026.0,6.0,171.0
noroccidente,rural,4027.0,6.0,171.0
noroccidente,rural,4028.0,3.0,254.0
noroccidente,rural,4029.0,6.0,254.0
noroccidente,rural,4030.0,12.0,254.0
noroccidente,rural,4031.0,9.0,254.0
noroccidente,rural,4032.0,6.0,254.0
noroccidente,rural,4033.0,6.0,254.0
noroccidente,rural,4034.0,2.0,254.0
noroccidente,rural,4035.0,6.0,254.0
noroccidente,rural,4036.0,7.0,254.0
noroccidente,rural,4037.0,8.0,290.0
noroccidente,rural,4038.0,7.0,290.0
noroccidente,rural,4039.0,7.0,290.0
noroccidente,rural,4040.0,8.0,290.0
noroccidente,rural,4041.0,2.0,290.0
noroccidente,rural,4042.0,15.0,290.0
noroccidente,rural,4043.0,5.0,290.0
noroccidente,rural,4044.0,7.0,281.0
noroccidente,rural,4045.0,11.0,281.0
noroccidente,rural,4046.0,8.0,281.0
noroccidente,rural,4047.0,3.0,281.0
noroccidente,rural,4048.0,7.0,281.0
noroccidente,rural,4049.0,3.0,281.0
noroccidente,rural,4050.0,9.0,374.0
noroccidente,rural,4051.0,10.0,374.0
noroccidente,rural,4052.0,4.0,374.0
noroccidente,rural,4053.0,5.0,374.0
noroccidente,rural,4054.0,7.0,374.0
noroccidente,rural,4055.0,5.0,374.0
noroccidente,rural,4056.0,5.0,374.0
noroccidente,urbana,4057.0,7.0,67.0
noroccidente,urbana,4058.0,9.0,67.0
noroccidente,urbana,4059.0,4.0,67.0
noroccidente,urbana,4060.0,12.0,67.0
noroccidente,urbana,4061.0,6.0,67.0
noroccidente,urbana,4062.0,7.0,67.0
noroccidente,urbana,4063.0,7.0,67.0
noroccidente,urbana,4064.0,4.0,67.0
noroccidente,urbana,4065.0,3.0,67.0
noroccidente,urbana,4066.0,5.0,67.0
noroccidente,rural,4067.0,6.0,219.0
noroccidente,rural,4068.0,6.0,219.0
noroccidente,rural,4069.0,3.0,219.0
noroccidente,rural,4070.0,3.0,219.0
noroccidente,rural,4071.0,2.0,219.0
noroccidente,rural,4072.0,5.0,219.0
noroccidente,rural,4073.0,8.0,219.0
noroccidente,rural,4074.0,8.0,219.0
noroccidente,rural,4075.0,6.0,219.0
noroccidente,rural,4076.0,8.0,219.0
noroccidente,rural,4077.0,4.0,219.0
noroccidente,rural,4078.0,6.0,371.0
noroccidente,rural,4079.0,3.0,371.0
noroccidente,rural,4080.0,2.0,371.0
noroccidente,rural,4081.0,9.0,371.0
noroccidente,rural,4082.0,5.0,371.0
noroccidente,rural,4083.0,6.0,371.0
noroccidente,rural,4084.0,8.0,371.0
noroccidente,rural,4085.0,6.0,341.0
noroccidente,rural,4086.0,10.0,341.0
noroccidente,rural,4087.0,5.0,341.0
noroccidente,rural,4088.0,11.0,341.0
noroccidente,rural,4089.0,7.0,341.0
noroccidente,rural,4090.0,5.0,341.0
noroccidente,rural,4091.0,6.0,341.0
noroccidente,rural,4092.0,5.0,232.0
noroccidente,rural,4093.0,6.0,232.0
noroccidente,rural,4094.0,8.0,232.0
noroccidente,rural,4095.0,2.0,232.0
noroccidente,rural,4096.0,4.0,232.0
noroccidente,rural,4097.0,12.0,232.0
noroccidente,rural,4098.0,7.0,232.0
noroccidente,rural,4099.0,3.0,362.0
noroccidente,rural,4100.0,7.0,362.0
noroccidente,rural,4101.0,1.0,362.0
noroccidente,rural,4102.0,5.0,362.0
noroccidente,rural,4103.0,2.0,362.0
noroccidente,rural,4104.0,5.0,260.0
noroccidente,rural,4105.0,4.0,260.0
noroccidente,rural,4106.0,10.0,260.0
noroccidente,rural,4107.0,5.0,260.0
noroccidente,rural,4108.0,6.0,260.0
noroccidente,rural,4109.0,5.0,260.0
noroccidente,rural,4110.0,7.0,260.0
noroccidente,rural,4111.0,6.0,260.0
noroccidente,rural,4112.0,9.0,260.0
noroccidente,rural,4113.0,4.0,260.0
noroccidente,rural,4114.0,4.0,260.0
noroccidente,urbana,4115.0,8.0,118.0
noroccidente,urbana,4116.0,11.0,118.0
noroccidente,urbana,4117.0,2.0,118.0
noroccidente,urbana,4118.0,3.0,118.0
noroccidente,urbana,4119.0,10.0,118.0
noroccidente,urbana,4120.0,7.0,118.0
noroccidente,urbana,4121.0,5.0,118.0
noroccidente,urbana,4122.0,5.0,118.0
noroccidente,rural,4123.0,5.0,165.0
noroccidente,rural,4124.0,5.0,165.0
noroccidente,rural,4125.0,9.0,165.0
noroccidente,rural,4126.0,8.0,165.0
noroccidente,rural,4127.0,6.0,165.0
noroccidente,rural,4128.0,10.0,165.0
noroccidente,rural,4129.0,9.0,165.0
noroccidente,rural,4130.0,5.0,165.0
noroccidente,rural,4131.0,5.0,165.0
noroccidente,rural,4132.0,4.0,165.0
noroccidente,rural,4133.0,5.0,165.0
noroccidente,rural,4134.0,7.0,165.0
noroccidente,rural,4135.0,5.0,165.0
noroccidente,rural,4136.0,4.0,165.0
noroccidente,rural,4137.0,8.0,234.0
noroccidente,rural,4138.0,11.0,234.0
noroccidente,rural,4139.0,8.0,234.0
noroccidente,rural,4140.0,5.0,234.0
noroccidente,rural,4141.0,16.0,234.0
noroccidente,rural,4142.0,4.0,234.0
noroccidente,rural,4143.0,6.0,234.0
noroccidente,rural,4144.0,3.0,234.0
noroccidente,rural,4145.0,14.0,234.0
noroccidente,rural,4146.0,13.0,234.0
noroccidente,rural,4147.0,9.0,283.0
noroccidente,rural,4148.0,5.0,283.0
noroccidente,rural,4149.0,5.0,283.0
noroccidente,rural,4150.0,5.0,283.0
noroccidente,rural,4151.0,1.0,283.0
noroccidente,rural,4152.0,4.0,283.0
noroccidente,rural,4153.0,12.0,283.0
noroccidente,rural,4154.0,7.0,283.0
noroccidente,rural,4155.0,6.0,345.0
noroccidente,rural,4156.0,9.0,345.0
noroccidente,rural,4157.0,7.0,345.0
noroccidente,rural,4158.0,6.0,345.0
noroccidente,rural,4159.0,4.0,345.0
noroccidente,rural,4160.0,8.0,345.0
noroccidente,rural,4161.0,7.0,345.0
noroccidente,rural,4162.0,9.0,345.0
noroccidente,rural,4163.0,7.0,163.0
noroccidente,rural,4164.0,7.0,163.0
noroccidente,rural,4165.0,9.0,163.0
noroccidente,rural,4166.0,5.0,163.0
noroccidente,rural,4167.0,12.0,163.0
noroccidente,rural,4168.0,8.0,163.0
noroccidente,rural,4169.0,3.0,163.0
noroccidente,rural,4170.0,5.0,163.0
noroccidente,rural,4171.0,6.0,227.0
noroccidente,rural,4172.0,3.0,227.0
noroccidente,rural,4173.0,3.0,227.0
noroccidente,rural,4174.0,6.0,227.0
noroccidente,rural,4175.0,8.0,227.0
noroccidente,rural,4176.0,3.0,227.0
noroccidente,rural,4177.0,5.0,227.0
noroccidente,rural,4178.0,7.0,227.0
noroccidente,rural,4179.0,2.0,227.0
noroccidente,rural,4180.0,5.0,227.0
noroccidente,rural,4181.0,3.0,227.0
noroccidente,rural,4182.0,2.0,243.0
noroccidente,rural,4183.0,4.0,243.0
noroccidente,rural,4184.0,11.0,243.0
noroccidente,rural,4185.0,2.0,243.0
noroccidente,rural,4186.0,7.0,243.0
noroccidente,rural,4187.0,2.0,243.0
noroccidente,rural,4188.0,2.0,243.0
noroccidente,rural,4189.0,4.0,243.0
noroccidente,rural,4190.0,6.0,194.0
